Group[0]
Name=      0_26 : profit=240, weight= 68
Name=     91_29 : profit=320, weight= 65
Name=    (null) : profit=  0, weight=  0
DP_Cell address : 0x7f881a748140  Use?:1
profit=13476, weight=229
Name=     93_21 : profit=233, weight= 49
Name=     93_25 : profit=237, weight= 51
Name=     93_26 : profit=324, weight= 64
Name=     93_28 : profit=329, weight= 65
Name=    (null) : profit=  0, weight=  0
DP_Cell address : 0x7f881a5498d0  Use?:1
profit=10284, weight=194
Name=     96_29 : profit=205, weight= 47
Name=     96_26 : profit=207, weight= 47
Name=     96_27 : profit=222, weight= 49
Name=     96_28 : profit=223, weight= 51
Name=    (null) : profit=  0, weight=  0
DP_Cell address : 0x7f881a54d9f0  Use?:1
profit=4858, weight=100
Name=     97_25 : profit=147, weight= 46
Name=     97_30 : profit=200, weight= 54
Name=    (null) : profit=  0, weight=  0
DP_Cell address : 0x7f881a74cb40  Use?:1
profit=17412, weight=204
Name=     98_30 : profit=347, weight= 49
Name=     98_28 : profit=353, weight= 50
Name=     98_29 : profit=364, weight= 51
Name=     98_26 : profit=387, weight= 54
Name=    (null) : profit=  0, weight=  0
DP_Cell address : 0x7f881a550100  Use?:1
profit=8844, weight=259
Name=     99_24 : profit=137, weight= 56
Name=     99_30 : profit=188, weight= 66
Name=     99_27 : profit=195, weight= 66
Name=     99_29 : profit=217, weight= 71
Name=    (null) : profit=  0, weight=  0

